system   I             system.c:245  al_install_system                [   0.00054] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:202  debug_display_settings           [   0.07770] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07771] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07773] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07774] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07776] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07777] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07778] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07780] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07781] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07783] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07784] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07785] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07787] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07788] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07789] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07791] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07792] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07794] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07795] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07796] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07797] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07799] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07800] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07802] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07803] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07804] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07806] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07807] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07809] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07810] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07811] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07813] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07815] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07816] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07818] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07819] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07821] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07822] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07823] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07825] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07826] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07828] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07829] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07830] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07831] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07833] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07834] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07836] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07837] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07838] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07840] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07841] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07842] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07844] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07845] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07847] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07848] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07850] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07851] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07852] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07854] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07855] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07857] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07858] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07859] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.07861] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07862] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07864] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07865] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07866] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.07868] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.07869] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.07876] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.08035] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.08038] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.11205] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:837  d3d_create_device                [   0.19157] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:845  d3d_create_device                [   0.19163] Success
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.19169] Resumed after wait.
d3d      I         d3d_disp.cpp:1726 d3d_create_display_internals     [   0.19176] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1757 d3d_create_display_internals     [   0.19180] Returning d3d_display: 011B4DD8
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.19182] al_display=011B4DD8
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.19184] al_display->vt=012267E0
system   D            wsystem.c:674  maybe_parent_dir                 [   0.19222] Also searching C:\Users\gamer\Desktop\Graficos1-TP3\TP3\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.19246] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.19248] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.22586] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.22596] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:184  _al_register_destructor          [   0.22727] added dtor for object 01207720, func 0FF6172B
dtor     D               dtor.c:184  _al_register_destructor          [   0.22735] added dtor for object 07C07510, func 0FF6233D
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22909] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22914] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22916] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22918] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22919] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22921] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22922] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22924] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.22925] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.22926] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.22928] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.22930] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.22932] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23152] added dtor for object 07C10C68, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23439] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23443] _al_d3d_sync_bitmap (video) ref count == 1
font     W                ttf.c:997  al_init_ttf_addon                [   0.25032] TTF addon already initialised.
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.25101] Font Assets/StarWarsFont.ttf loaded with pixel size 0 x 27.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.25104]     ascent=34.0, descent=-10.0, height=43.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.25107] added dtor for object 03ACB7A0, func 0F121055
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25129] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25131] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25132] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25134] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25135] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25136] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25138] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25139] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25140] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.25142] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.25143] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.25145] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.25147] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.25376] added dtor for object 07C10478, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.25391] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.25393] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25607] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25616] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25617] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25619] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25620] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25621] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25623] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25624] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25626] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.25628] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.25629] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.25631] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.25633] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.25685] added dtor for object 07C246E0, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.25692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.25694] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25792] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25797] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25799] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25801] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25803] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25805] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25807] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25809] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25811] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.25813] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.25815] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.25818] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.25820] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.25880] added dtor for object 07C2D340, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.25890] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.25893] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25988] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25991] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25993] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25994] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25996] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25997] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.25998] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26011] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26015] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.26017] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.26019] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.26021] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.26023] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26081] added dtor for object 07C1B4A0, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26090] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26183] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26187] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26190] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26192] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26193] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26195] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26197] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26199] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26201] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.26203] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.26205] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.26207] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.26209] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26272] added dtor for object 07C100F8, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26290] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26292] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26356] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26359] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26361] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26362] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26365] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26366] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26368] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26369] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26371] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.26373] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.26374] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.26376] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.26377] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26407] added dtor for object 07C4EEB8, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26412] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26418] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26464] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26466] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26468] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26469] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26470] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26472] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26473] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26475] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26476] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.26478] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.26479] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.26481] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.26482] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26508] added dtor for object 07C601B0, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26514] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26516] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26577] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26579] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26581] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26582] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26584] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26585] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26587] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26588] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26589] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.26591] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.26592] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.26594] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.26596] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26625] added dtor for object 07C6B380, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26630] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26632] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26688] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26690] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26692] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26693] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26695] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26696] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26698] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26700] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26702] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.26704] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.26705] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.26707] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.26709] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26736] added dtor for object 07C76550, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26741] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26743] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26793] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26795] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26797] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26798] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26800] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26801] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26802] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26804] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26805] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.26807] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.26808] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.26810] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.26812] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.26844] added dtor for object 07C7E710, func 0FF621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26854] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26915] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26917] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26919] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26920] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26921] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.26923] Fake format
